District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Female_ST,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated
233,BIHAR,Kaimur (Bhabua),1626384,847006,779378,920276,549923,370353,28264,125070,268597,24880,92616,1456229,155283,1407,296,7707,129,1534,318859,294927,210899,147315,86815,70169,9576,1138560,551317,1689877,1039302,353413,226808,6861
234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,15251,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,1875174,673742,407193,3809
235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,533,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,7585
236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1368803,928810,1463,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,902272,757690,447480,342254,191824,131163,12047,2784730,1953368,4738098,2810026,936630,537333,107429
237,BIHAR,Nawada,2219146,1144668,1074478,1091012,659474,431538,1048,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,2580956,1440781,485628,288805,3932
238,BIHAR,Jamui,1760405,916064,844341,858588,534385,324203,38608,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,420472,317612,153973,104211,56137,29633,3439,1085477,765297,1850774,1135919,392052,227016,5418
239,BIHAR,Jehanabad,1125313,585582,539731,618881,374412,244469,618,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,211761,165906,117558,112966,68748,45519,3539,725997,495877,1221874,714244,254582,155106,1381
240,BIHAR,Arwal,700843,363497,337346,386351,235279,151072,307,49127,144698,6758,35771,634099,64259,390,59,323,74,60,123288,118311,80704,81975,48822,27945,1435,482480,290095,772575,444448,156031,98550,1814
241,SIKKIM,North  District,43709,24730,18979,30450,18579,11871,13974,7313,2262,332,13452,14883,815,2660,816,23318,35,921,6030,8276,6181,3223,1993,1406,273,27382,7673,35055,27099,11674,4887,49
242,SIKKIM,West District,136435,70238,66197,93432,51988,41444,28332,40797,8053,1403,20095,75286,965,13002,40,36390,20,10477,30518,30827,19973,10005,6439,4831,527,103120,28227,131347,84209,32520,19400,306
243,SIKKIM,South District,146850,76670,70180,106741,59357,47384,19836,37802,4188,1004,31759,84583,1889,21462,151,35053,45,3176,24507,32427,22340,12415,7260,5766,488,105203,24395,129598,87982,37318,20982,568
244,SIKKIM,East District,283583,151432,132151,214329,121345,92984,38957,31489,11483,2404,94302,177910,6198,23398,861,72455,214,1726,33578,53789,45602,29215,19258,20904,2682,205028,38142,243170,165520,80354,37456,253
245,ARUNACHAL PRADESH,Tawang,49977,29151,20826,26073,17720,8353,18041,7631,1581,114,19235,11842,787,776,1164,34920,72,349,4904,4730,4029,2140,1989,1379,667,19838,19203,39041,30709,13849,5399,20
246,ARUNACHAL PRADESH,West Kameng,83947,46155,37792,48492,29566,18926,23609,14476,1705,801,25511,31265,1970,8466,328,36087,71,5556,8836,10317,8428,5633,3987,2693,299,40193,25606,65799,53026,22362,8493,66
247,ARUNACHAL PRADESH,East Kameng,78690,38775,39915,38449,21599,16850,37134,21835,1063,273,8539,12333,652,37136,36,452,23,27868,11713,10487,8852,6213,4510,2330,142,44247,31763,76010,53752,17922,6960,56
248,ARUNACHAL PRADESH,Papum Pare,176573,89182,87391,121048,65794,55254,60747,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22586,15368,21956,21376,20007,17342,13840,926,110815,30360,141175,120592,43812,11856,313
249,ARUNACHAL PRADESH,Upper Subansiri,83448,41758,41690,45278,24807,20471,39753,21690,1846,481,9353,13474,521,8779,28,297,11,59449,10219,16118,15339,10348,8017,4276,473,64790,28364,93154,56054,20055,7230,109
250,ARUNACHAL PRADESH,West Siang,112274,58168,54106,64746,36777,27969,47037,28852,1384,298,18643,15881,2218,29969,577,3311,49,60005,14227,17675,15908,11441,8418,6030,521,74220,27956,102176,70415,28305,13469,85
251,ARUNACHAL PRADESH,East Siang,99214,50116,49098,62576,34210,28366,35446,20185,3565,493,15979,27854,2289,18254,69,776,30,49393,9938,13713,13968,10937,9498,6540,525,65119,21543,86662,61993,25334,11802,85
252,ARUNACHAL PRADESH,Upper Siang,35320,18699,16621,18195,10723,7472,14055,9976,804,591,6273,5261,411,5643,27,2577,7,20967,3952,5584,4915,2935,2211,1349,46,20992,11209,32201,21090,8910,5252,68
253,ARUNACHAL PRADESH,Changlang,148226,76948,71278,73174,44027,29147,26817,39732,4208,496,18530,47683,2134,35969,94,50381,95,11738,20425,22537,17354,10032,5641,3633,834,80456,57290,137746,96630,35018,16414,164
254,ARUNACHAL PRADESH,Tirap,111975,57604,54371,47974,29313,18661,49007,35967,1811,836,11555,20682,1103,83361,61,778,43,5325,13585,16989,12077,7834,4305,2134,182,57106,50628,107734,71785,25669,14423,98
255,ARUNACHAL PRADESH,Lower Subansiri,83030,41843,41187,54057,29470,24587,37108,13656,1968,435,14143,9551,1482,34402,27,193,13,37085,8492,10821,11661,9861,7674,5230,295,54034,17273,71307,55258,20305,7412,55
256,ARUNACHAL PRADESH,Kurung Kumey,92076,45318,46758,36606,20258,16348,46305,27417,2947,833,6847,4859,471,51189,43,121,81,34158,12661,15054,12264,6997,4353,2031,299,53659,42621,96280,64379,20713,6836,148
257,ARUNACHAL PRADESH,Dibang Valley,8004,4414,3590,4436,2614,1822,2851,1290,106,68,2091,3141,111,223,7,126,2,4267,696,1258,1060,809,656,356,91,4926,2185,7111,5113,2088,786,17
258,ARUNACHAL PRADESH,Lower Dibang Valley,54080,28053,26027,31849,18087,13762,13325,9687,3354,233,9052,28915,2247,9213,33,2932,19,10393,5875,7957,7351,5508,3570,2795,85,33141,14406,47547,35140,13254,5652,34
259,ARUNACHAL PRADESH,Lohit,145726,76221,69505,83062,48380,34682,23953,29909,7789,786,22461,99020,3846,10684,210,24452,104,7277,19306,25179,20643,13070,7612,5180,584,91574,52421,143995,94890,35493,15195,148
260,ARUNACHAL PRADESH,Anjaw,21167,11507,9660,9990,6523,3467,8243,6316,181,84,3920,13088,655,271,273,644,12,6137,2879,2946,2170,1167,793,502,98,10555,8723,19278,13913,4755,2456,43
261,NAGALAND,Mon,250260,131753,118507,119626,67432,52194,113942,113473,10836,1608,21737,8102,3444,236494,84,1256,314,1,37431,46055,30500,7628,3565,1772,107,127058,130529,257587,168773,53600,27437,450
262,NAGALAND,Mokokchung,194622,101092,93530,159494,83479,76015,87864,48925,9166,3798,38178,9840,2057,181847,78,442,66,6,20259,43483,54035,27425,13077,10299,870,169448,22555,192003,111243,52853,30363,163
263,NAGALAND,Zunheboto,140757,71217,69540,102881,53504,49377,68490,44723,11955,2025,20763,2580,772,136995,39,286,6,2,16523,30889,35113,17282,8821,5560,1107,115295,25988,141283,91709,32267,16730,51
264,NAGALAND,Wokha,166343,84505,81838,128208,67385,60823,77805,47473,6438,1965,22536,5605,2043,158236,34,318,8,20,15865,37024,41627,18746,10223,8030,401,131916,25048,156964,106951,40510,18811,71
265,NAGALAND,Dimapur,378811,197394,181417,278037,150142,127895,113097,24517,8990,5073,112770,108900,31212,234239,566,1270,2148,157,34539,61815,80076,44343,26712,27532,2939,277956,58926,336882,243392,98601,36618,200
266,NAGALAND,Phek,163418,83743,79675,105893,57926,47967,77610,55091,3159,1275,20752,3563,950,158224,31,350,17,198,22494,32722,30434,12785,7268,5926,481,112110,44456,156566,108514,37842,16969,93
267,NAGALAND,Tuensang,196596,101933,94663,117511,63653,53858,92704,75212,3913,1104,17925,2979,1052,191864,27,572,5,1,29602,40900,33514,15013,6008,2760,116,127913,66450,194363,134573,43210,18762,51
268,NAGALAND,Longleng,50484,26502,23982,29859,16139,13720,23347,22501,1309,598,6160,873,635,48849,5,77,0,0,7986,11884,8672,3458,1695,595,15,34305,18230,52535,33970,11210,5271,33
269,NAGALAND,Kiphire,74004,37830,36174,41232,22675,18557,35212,21432,1259,749,8519,1040,564,71803,13,210,1,1,11197,15740,13645,5204,2052,997,76,48911,32120,81031,52699,14955,6309,41
270,NAGALAND,Kohima,267988,138966,129022,197489,107038,90451,114121,44684,2198,2072,65871,25496,4384,234955,998,1519,80,335,21654,46756,57726,30518,19855,23439,1770,201718,45802,247520,173701,68485,25557,245
271,NAGALAND,Peren,95219,49714,45505,62204,34584,27620,40754,39671,3739,2571,15409,4076,1850,86145,15,459,10,2493,9248,24527,20732,8082,3938,2169,75,68771,24790,93561,64393,21597,9156,73
272,MANIPUR,Senapati,479148,247323,231825,264477,148012,116465,204691,175127,30369,4978,42307,43833,1649,426819,140,2409,53,1243,46757,81735,91395,62033,40438,24940,598,347896,191001,538897,314439,111516,52008,1185
273,MANIPUR,Tamenglong,140651,72371,68280,85006,47403,37603,66400,48849,1924,1710,18192,2995,589,134760,59,425,57,1144,11155,28461,26794,17867,11645,7102,270,103294,45317,148611,90273,33290,16924,164
274,MANIPUR,Churachandpur,274143,138820,135323,195935,104013,91922,128459,64834,8282,5067,44472,12034,2886,254979,152,495,87,2333,32860,67907,65475,38567,23284,14523,509,243125,57561,300686,168608,67802,37096,637
275,MANIPUR,Bishnupur,237399,118782,118617,156333,87313,69020,1662,34358,15109,11567,48903,175102,18691,4264,56,76,16,38457,15941,36011,50004,31775,20077,20074,1440,175322,67610,242932,135220,62907,38815,457
276,MANIPUR,Thoubal,422168,210845,211323,269304,152617,116687,879,77331,33106,21017,63865,267146,107323,4322,106,114,24,42347,32396,69738,87932,55803,37899,28550,3214,315532,118088,433620,251975,107196,62060,937
277,MANIPUR,Imphal West,517992,255054,262938,392626,205985,186641,12601,37107,12870,19918,143492,387497,24298,23377,589,1891,1264,77032,32811,66042,104229,77472,60821,81876,9564,432815,87248,520063,278940,148146,89394,1512
278,MANIPUR,Imphal East,456113,226094,230019,324664,173314,151350,14157,36355,20250,21826,116417,274906,80199,27361,181,639,62,70825,38436,69144,99202,60422,47390,50647,4102,369343,90250,459593,261530,123439,70005,1139
279,MANIPUR,Ukhrul,183998,94718,89280,129829,70148,59681,85636,56815,3852,2233,25029,7553,1115,174112,108,635,70,32,20670,29382,38350,31734,22729,15636,405,158906,42156,201062,113715,43646,25165,1472
280,MANIPUR,Chandel,144182,74579,69603,90302,51053,39249,64658,43255,8315,3040,21628,10810,3086,129049,136,400,59,354,17382,28163,30589,18971,12213,8105,240,115663,38191,153854,86255,39324,18329,274
281,MIZORAM,Mamit,86364,44828,41536,60191,32977,27214,40005,28669,2553,262,7855,2989,1782,69104,13,12328,25,19,9328,19711,19949,10756,3180,1771,22,64717,20091,84808,55914,20082,10318,50
282,MIZORAM,Kolasib,83955,42918,41037,65895,34147,31748,36692,17992,5921,585,12174,4000,4426,75210,16,108,2,46,11367,18046,20399,9849,3473,2530,62,65726,14217,79943,52147,20576,11167,65
283,MIZORAM,Aizawl,400309,199270,201039,340595,169547,171048,191025,39266,11434,3360,120576,13249,5264,379134,105,1570,76,505,29332,68214,100103,78752,37701,31310,2058,347470,38248,385718,235892,108094,56092,231
284,MIZORAM,Champhai,125745,63388,62357,100802,51440,49362,61512,38336,5823,980,15203,1075,699,123446,9,151,45,194,14491,31359,30454,16259,4956,4087,78,101684,15449,117133,78778,29690,17189,88
285,MIZORAM,Serchhip,64937,32851,32086,54476,27598,26878,31508,21804,1284,926,8383,991,335,63444,6,60,9,35,8771,14985,16237,9062,2915,2128,35,54133,5963,60096,39568,15894,9404,71
286,MIZORAM,Lunglei,161428,82891,78537,121122,64515,56607,76353,45439,10662,813,21378,5231,1290,127124,74,27543,93,5,22181,33313,34774,19918,8503,5509,116,124314,32451,156765,100250,39690,21424,64
287,MIZORAM,Lawngtlai,117894,60599,57295,62861,36444,26417,55310,29189,3153,613,12611,1668,522,63892,52,51549,122,2,19890,21114,16629,10538,3763,2515,125,74574,54874,129448,80723,25303,11831,37
288,MIZORAM,Saiha,56574,28594,27980,42233,21861,20372,27416,8908,957,313,9283,933,514,54977,11,102,4,2,8422,14151,12130,7269,3628,2204,69,47873,8787,56660,37127,12784,6636,27
289,TRIPURA,West Tripura,1725739,879428,846311,1361354,722998,638356,214666,115175,156108,25163,401732,1512801,152791,53622,499,2128,362,430,248343,421485,451563,156277,88122,85405,13478,1464673,279053,1743726,940424,499719,284637,959
290,TRIPURA,South Tripura,876001,447544,428457,646810,351082,295728,171661,85530,111332,6375,163608,736015,49258,39258,245,49420,106,808,129846,223185,204201,70173,31690,26870,5160,691125,188363,879488,505558,236676,133424,343
291,TRIPURA,Dhalai,378230,194544,183686,276217,151643,124574,103849,45956,42201,2870,64804,307120,8256,22940,175,39120,85,206,64515,84516,74015,21430,9157,6425,890,260948,109130,370078,232286,95548,50269,127
292,TRIPURA,North Tripura,693947,352860,341087,520402,275646,244756,88310,49286,43977,7088,148316,507967,105737,44062,151,34717,307,70,129329,179547,158211,47160,22720,18419,3736,559122,156840,715962,414878,178608,100274,187
293,MEGHALAYA,West Garo Hills,643291,324159,319132,358702,193438,165264,237237,120740,39725,7643,87585,122936,106788,389956,209,3392,144,16950,85733,129178,90963,70941,29404,10856,3547,420622,208900,629522,427629,143604,70599,1459
294,MEGHALAYA,East Garo Hills,317917,161223,156694,192147,102513,89634,151319,77390,19246,2475,26962,17272,3359,289708,56,1004,38,5617,51578,70679,52762,31328,9473,2484,298,218602,100781,319383,216742,70424,29926,825
295,MEGHALAYA,South Garo Hills,142334,73170,69164,82062,45003,37059,66097,28145,5565,1249,18110,7036,1050,132984,27,332,10,362,25906,28921,21506,13858,3998,826,831,95846,44849,140695,97082,30605,14495,152
296,MEGHALAYA,West Khasi Hills,383461,193715,189746,230678,117307,113371,185963,84956,37184,2475,38730,6498,1533,366881,58,1313,38,5878,80318,78208,45046,28417,12295,6450,541,251275,133244,384519,278569,69988,33431,1473
297,MEGHALAYA,Ribhoi,258840,132531,126309,155859,80977,74882,114174,55833,19989,1676,28975,30945,1838,218508,166,428,49,6308,57680,58581,31103,20134,7632,3911,633,179674,78974,258648,183343,52945,22365,187
298,MEGHALAYA,East Khasi Hills,825922,410749,415173,578030,287270,290760,341110,76767,40889,2966,206164,144935,14185,543394,2495,3111,303,115597,118135,163729,127722,94579,58836,61639,9397,634037,168575,802612,545961,192428,86576,957
299,MEGHALAYA,Jaintia Hills,395124,196285,198839,187527,87371,100156,190233,50844,35766,2004,65566,12456,1646,271596,34,284,45,107559,67749,61526,34677,26748,13544,8039,2934,215217,165184,380401,291097,72934,30362,731
300,ASSAM,Kokrajhar,887142,452905,434237,489305,275220,214085,139086,156753,56330,12423,115625,529068,252271,101091,93,1718,396,123,116899,166013,154715,78788,39571,17287,2733,576006,340601,916607,552671,224715,108956,800
301,ASSAM,Dhubri,1949258,997848,951410,922341,511551,410790,3134,205305,171116,27822,265576,388380,1553023,4107,254,101,1846,45,253638,299724,250242,100387,65082,34401,3863,1007337,992068,1999405,1286592,439375,221745,1546
302,ASSAM,Goalpara,1008183,513292,494891,563577,304302,259275,115557,126549,75828,14346,145850,347878,579929,77862,771,194,477,103,124700,213510,183904,73683,39885,18294,3464,657440,375071,1032511,650509,239831,117427,416
303,ASSAM,Barpeta,1693622,867004,826618,897058,499038,398020,13814,205259,98946,30342,227277,492966,1198036,1020,112,49,399,14,210607,307884,300845,121924,87377,46947,8007,1083591,664161,1747752,1072312,405046,215355,909
304,ASSAM,Morigaon,957423,486651,470772,539902,289698,250204,68395,157612,75984,14346,103206,451882,503257,834,113,65,244,11,130091,195656,179810,67969,40803,18462,2791,635582,351756,987338,612737,225224,118271,1191
305,ASSAM,Nagaon,2823768,1439112,1384656,1710716,921850,788866,57394,346123,196174,38122,399579,1225246,1563203,26844,3036,1073,1162,61,392616,638088,576214,199792,115864,66994,10351,1999919,873197,2873116,1778277,678034,366112,1345
306,ASSAM,Sonitpur,1924110,983904,940206,1108572,620525,488047,114522,249123,114865,25719,380899,1422824,350536,138166,1363,5088,1003,221,216097,416218,377653,141373,90385,49901,6412,1298039,627141,1925180,1159991,501239,261648,1232
307,ASSAM,Lakhimpur,1042137,529674,512463,683486,375552,307934,122710,239377,43922,10983,135713,797130,193476,46217,412,1074,250,2410,126950,212080,217497,107326,82885,44212,4731,795681,275677,1071358,639385,268872,133615,265
308,ASSAM,Dhemaji,686133,351249,334884,423028,237761,185267,160111,231937,19181,7224,58458,655052,13475,8711,297,911,167,6315,79107,138838,136371,80804,55399,28006,2868,521393,194984,716377,434221,169630,82051,231
309,ASSAM,Tinsukia,1327929,680231,647698,798322,453449,344873,40297,149482,47756,13241,346717,1181347,48373,76877,1999,16228,837,395,150893,266717,276292,109805,61040,38152,7353,910252,417081,1327333,799874,352158,175377,520
310,ASSAM,Dibrugarh,1326335,676434,649901,884531,491361,393170,51036,135194,61209,14362,349792,1198401,64526,52968,2261,4673,1055,46,143189,243607,301287,139813,89500,59380,6984,983760,340744,1324504,767147,371864,186774,550
311,ASSAM,Sivasagar,1151050,589216,561834,813505,444767,368738,24050,138100,48468,14532,284617,1007277,95553,33147,902,3953,286,8541,115378,208891,280517,158118,96939,53437,5554,918834,247114,1165948,648056,330947,171710,337
312,ASSAM,Jorhat,1092256,556805,535451,794929,432335,362594,69176,145885,53153,31543,268037,1008219,54684,21051,1540,2378,719,578,99454,201680,295444,128050,97025,62608,8433,892694,209170,1101864,604908,315550,171062,736
313,ASSAM,Golaghat,1066888,543161,523727,721764,396475,325289,55345,190590,66616,15068,207654,917426,90312,50582,1131,3863,530,1347,117393,223902,261192,111145,66197,36887,4084,820800,258897,1079697,629153,289085,148244,406
314,ASSAM,Karbi Anglong,956313,490167,466146,557214,314253,242961,266278,223020,60952,9861,89608,766000,20290,157789,370,6260,397,3568,109324,212224,199289,93137,40602,18225,3426,676227,310093,986320,618633,233739,103123,818
315,ASSAM,Dima Hasao,214102,110802,103300,140873,78559,62314,75323,44480,4818,1492,34238,143593,4358,63310,207,680,70,1170,20780,43811,53736,27839,10859,5565,598,163188,57631,220819,135463,53699,24830,110
316,ASSAM,Cachar,1736617,886284,850333,1174128,639946,534182,8833,120356,68664,24466,394576,1038985,654816,37635,280,341,1673,98,256855,447993,379469,156156,79766,45341,12951,1378531,357907,1736438,1048990,444899,241776,952
317,ASSAM,Karimganj,1228686,625864,602822,795297,435942,359355,946,94348,67033,17435,220355,521962,692489,11990,114,446,524,110,198059,333885,257931,76685,39637,21408,7903,935508,303785,1239293,779850,284368,163990,478
318,ASSAM,Hailakandi,659296,337890,321406,407366,226836,180530,337,65673,31248,7313,110006,251194,397653,8480,84,490,247,636,88596,177984,139029,50056,28504,11608,4265,500042,173306,673348,419921,156243,82841,291
319,ASSAM,Bongaigaon,738804,375818,362986,434078,237114,196964,9458,83442,47406,9485,115473,359145,371033,5924,384,236,871,9,93591,138294,133643,55924,35491,20221,2267,479431,260721,740152,458796,184849,94939,220
320,ASSAM,Chirang,482162,244860,237302,259902,145869,114033,89415,80328,35224,7672,70670,320647,109248,49747,87,406,125,482,64999,92943,84682,37792,17702,6594,918,305630,172939,478569,301518,122244,58282,118
321,ASSAM,Kamrup,1517542,778461,739081,995319,550219,445100,89944,185803,99522,69106,274523,877495,601784,33297,319,185,1330,55,163849,290097,353861,154831,118849,55011,6444,1142942,392678,1535620,895775,408232,212740,795
322,ASSAM,Kamrup Metropolitan,1253938,647585,606353,1001191,537227,463964,37219,25250,16995,12463,436224,1064412,151071,18810,3679,1627,9250,170,79177,160490,255522,148429,143478,167972,30795,985863,128773,1114636,659453,401500,190908,2077
323,ASSAM,Nalbari,771639,396006,375633,531771,293184,238587,11672,58070,34984,19302,155267,491582,277488,429,62,27,1004,9,75866,141690,192771,81507,71734,39368,3693,606629,188960,795589,442061,211320,117809,449
324,ASSAM,Baksa,950075,481330,468745,572837,322614,250223,165373,149288,94591,20310,142567,782901,135750,27076,156,1189,239,353,95444,195643,225635,96782,53446,15422,1839,684211,294784,978995,563089,256282,130083,621
325,ASSAM,Darrang,928500,475273,453227,487039,268666,218373,4119,129456,81617,10542,103228,327322,597392,1688,431,57,724,19,119027,163277,161153,59039,47398,22267,3079,575240,375556,950796,583436,226525,118102,437
326,ASSAM,Udalguri,831668,421617,410051,469926,264326,205600,133822,124824,72744,11801,135661,612425,105319,110215,215,1681,124,229,101146,155720,162369,63394,34334,14001,1612,532576,306833,839409,499214,221518,109962,974
327,WEST BENGAL,Darjiling,1846823,937259,909564,1315585,717673,597912,200138,76178,66041,16579,524928,1366681,105086,141848,2032,209240,1840,15523,183479,344865,402415,176129,113905,110193,12851,1343837,415353,1759190,1031221,523288,289979,2335
328,WEST BENGAL,Jalpaiguri,3872846,1983064,1889782,2498780,1396622,1102158,365836,214932,349672,30090,918216,3156781,445817,186279,2994,50676,1461,23816,455854,765613,814395,292056,150360,129393,18916,2626587,1203423,3830010,2259507,1035449,575667,2223
329,WEST BENGAL,Koch Bihar,2819086,1451542,1367544,1850504,1028733,821771,8737,364797,391875,40593,330712,2087766,720033,4122,449,445,1869,158,393492,595555,590626,209153,93119,81100,8712,1971757,873135,2844892,1623320,744646,448761,2359
330,WEST BENGAL,Uttar Dinajpur,3007134,1551066,1456068,1489667,853495,636172,80985,257377,442328,37978,337943,1482943,1501170,16702,477,432,1324,1622,402590,488047,422777,163106,73395,59457,12723,1622095,1431264,3053359,1916033,704859,385155,1087
331,WEST BENGAL,Dakshin Dinajpur,1676276,857199,819077,1083685,596474,487211,137341,193276,279932,32290,197489,1232850,412788,24794,276,148,323,2786,247675,323965,327064,135556,63286,52345,5190,1155081,534394,1689475,937283,465982,271423,1588
332,WEST BENGAL,Maldah,3988845,2051541,1937304,2086432,1152019,934413,156456,255182,545759,196687,540219,1914352,2045151,13209,747,359,639,7929,478902,629137,595551,238078,109719,92207,18330,2161924,1960034,4121958,2511004,955283,520122,2436
333,WEST BENGAL,Murshidabad,7103807,3627564,3476243,4055834,2177187,1878647,44872,381076,842294,466007,900530,2359061,4707573,18102,766,348,3037,7429,837828,1428661,1210859,443254,230242,170051,25975,4346870,3031841,7378711,4390564,1717594,991413,4236
334,WEST BENGAL,Birbhum,3502404,1790920,1711484,2158447,1201481,956966,122697,227254,611510,65062,427777,2181515,1298054,10906,582,258,1152,6051,417769,661190,622372,245201,122865,115743,15205,2200345,1346802,3547147,2008655,952059,539463,2227
335,WEST BENGAL,Barddhaman,7717563,3966889,3750674,5247208,2918040,2329168,245866,342166,973182,124558,1471345,6008472,1599764,21220,16675,1602,1674,44968,800473,1437198,1605634,698251,405935,439823,62616,5449930,2196886,7646816,4149420,2265543,1292913,9687
336,WEST BENGAL,Nadia,5167600,2653768,2513832,3480555,1878866,1601689,69558,308742,556134,169138,808593,3728482,1382682,33835,849,514,281,16893,605490,1093403,1052487,412193,236828,209562,25491,3635454,1570127,5205581,2745828,1484986,934417,2369
337,WEST BENGAL,North Twenty Four Parganas,10009781,5119389,4890392,7608693,4056046,3552647,130418,288058,599039,155762,2528765,7352769,2584684,26933,9394,5818,4452,2930,1090829,1874051,2094743,989053,670977,852923,127926,7700502,1901634,9602136,5104876,2968996,1921143,14766
338,WEST BENGAL,Hugli,5519145,2814653,2704492,4078388,2211777,1866611,115994,259680,583380,111828,1197982,4574569,870204,7300,2662,1730,2160,49050,676265,1172797,1174912,515807,333658,380060,44252,4297751,1180806,5478557,2766489,1688206,1060821,3629
339,WEST BENGAL,Bankura,3596674,1838095,1758579,2232992,1299337,933655,185223,309723,647374,61386,447737,3033581,290450,3865,386,260,2904,260694,450029,545200,686924,261478,143882,133465,20379,2241357,1417787,3659144,1942335,1014764,637834,1741
340,WEST BENGAL,Puruliya,2930115,1496996,1433119,1624905,1002058,622847,268849,268800,492205,87560,401077,2373120,227249,8646,622,209,3052,309029,299355,480046,528068,177459,91807,77621,10072,1664428,1272799,2937227,1678057,764776,484166,3116
341,WEST BENGAL,Haora,4850029,2500819,2349210,3605206,1942824,1662382,7333,80575,181662,297774,1259834,3535844,1270641,8666,4380,1258,9699,1265,516323,1059842,1084155,446743,284481,304594,37027,3733165,926661,4659826,2587164,1423304,833104,6457
342,WEST BENGAL,Kolkata,4496694,2356766,2139928,3588137,1926915,1661222,4955,16039,12388,68438,1698875,3440290,926414,39758,13849,4771,21178,1452,255171,597841,820902,555529,425245,691804,89701,3436193,410988,3847181,2025389,1433314,1014769,23222
343,WEST BENGAL,South Twenty Four Parganas,8161961,4173778,3988183,5531657,3043277,2488380,47781,355350,806562,240976,1561606,5155545,2903075,66498,2783,2494,972,6065,1119126,1775793,1657528,564417,316571,322157,46568,5802160,2184508,7986668,4763943,2151474,1235558,10986
344,WEST BENGAL,Paschim Medinipur,5913457,3007885,2905572,4078412,2266913,1811499,440184,572268,1105201,142602,689088,5056953,620554,23287,2854,2019,1550,184278,831300,1139784,1289873,477973,262072,211437,35396,4247835,1689984,5937819,3243971,1664250,990179,15057
345,WEST BENGAL,Purba Medinipur,5095875,2629834,2466041,3923194,2149073,1774121,13756,345215,702304,118816,743985,4343972,743436,2648,746,317,574,359,776367,1219166,1289927,444668,236549,184225,30677,4181579,1021541,5203120,2866678,1384242,842025,2930
346,JHARKHAND,Garhwa,1322784,683575,639209,653476,405161,248315,101375,113561,328673,14487,114710,1104475,194680,17168,123,371,20,4591,207665,195565,147446,87844,46882,28144,2830,716376,557852,1274228,860869,284036,177599,280
347,JHARKHAND,Chatra,1042886,533935,508951,510061,303902,206159,22422,119297,188513,14210,75670,903179,116710,6565,888,35,129,12936,200861,161729,102033,63670,35342,21697,2046,587378,467975,1055353,692650,222892,126682,662
348,JHARKHAND,Kodarma,716259,367222,349037,390249,238780,151469,3309,83126,64275,7934,102083,605138,107018,1221,944,32,980,269,129677,130315,80561,52622,26415,20907,2374,442871,297992,740863,462098,158603,95309,249
349,JHARKHAND,Giridih,2445474,1258098,1187376,1253475,783736,469739,117542,369913,362610,32544,271210,1856202,508586,14645,937,650,1503,59218,503261,443980,261309,146464,77540,55122,8449,1496125,1047685,2543810,1597269,533788,312967,1450
350,JHARKHAND,Deoghar,1492073,775022,717051,793538,489837,303701,89950,128656,209693,39361,173757,1165140,302626,6027,143,188,282,16067,217460,266292,190171,96331,54419,43979,6699,875351,635544,1510895,944961,338413,205514,3185
351,JHARKHAND,Godda,1313551,677927,635624,604519,376212,228307,140698,144603,307767,18719,81102,937126,289182,37795,97,128,115,47067,217607,190777,126766,79430,47395,30870,4002,696847,653464,1350311,820367,308639,183519,1026
352,JHARKHAND,Sahibganj,1150567,589391,561176,483263,287303,195960,154908,109975,206902,43179,130146,628044,398243,83208,198,245,125,38426,146399,171416,110822,52248,28087,19832,2593,531397,637296,1168693,745027,261849,137727,5964
353,JHARKHAND,Pakur,900422,452661,447761,352881,206989,145892,192087,105334,150028,19471,129751,410127,322963,75865,356,283,222,88760,100367,133770,79045,29934,15700,9822,1525,370163,548434,918597,587976,206826,104418,1202
354,JHARKHAND,Dhanbad,2684487,1405956,1278531,1722204,1014950,707254,115863,97118,103488,25889,618009,2149480,431762,11243,9727,331,1268,77182,317918,501453,449506,305054,186697,107382,14615,1882625,662522,2545147,1634835,648876,356445,44331
355,JHARKHAND,Bokaro,2062330,1072807,989523,1273520,759088,514432,126393,137521,126406,21671,399770,1636460,241451,13730,4174,1890,2045,160524,242467,338861,342646,232434,154076,116396,21157,1448037,595924,2043961,1261238,510375,282115,8602
